Neighbourhood,Plannedـtransactionـdetails,Detailsـtransaction,Date,transactionـnumber,Total_price,Area,Price_per_meter
الخير,مخطط/3541,قطعة 2953,"Thursday, 20 January 2022 ",15966848,900000.00,750.00,1200.00
الخير,مخطط/3541,قطعة 3072,"Thursday, 13 January 2022 ",15906533,950000.00,750.00,1267.00
الخير,مخطط/3541,قطعة 3073,"Thursday, 13 January 2022 ",15906487,950000.00,750.00,1267.00
الخير,مخطط/3541,قطعة 3075/1,"Saturday, 1 January 2022 ",15791435,445000.00,375.00,1187.00
الخير,مخطط/3541,قطعة 3075/2,"Monday, 3 January 2022 ",15805591,440000.00,375.00,1173.00
الخير,مخطط/3541,قطعة 3089,"Sunday, 23 January 2022 ",15986886,1000000.00,747.41,1338.00
الخير,مخطط/3541,قطعة 3129,"Tuesday, 11 January 2022 ",15883301,900000.00,750.00,1200.00
الخير,مخطط/3541,قطعة 3131,"Tuesday, 11 January 2022 ",15883409,900000.00,750.00,1200.00
الخير,مخطط/3541,قطعة 328/2,"Monday, 31 January 2022 ",16067794,650000.00,375.00,1733.00
الخير,مخطط/3541,قطعة 3287,"Sunday, 23 January 2022 ",15979355,930000.00,750.00,1240.00
الخير,مخطط/3541,قطعة 3289,"Sunday, 23 January 2022 ",15979412,930000.00,750.00,1240.00
الخير,مخطط/3541,قطعة 3290,"Sunday, 23 January 2022 ",15979497,930000.00,750.00,1240.00
الخير,مخطط/3541,قطعة 3290,"Thursday, 27 January 2022 ",16032436,1050000.00,750.00,1400.00
الخير,مخطط/3541,قطعة 3323,"Sunday, 23 January 2022 ",15979239,930000.00,750.00,1240.00
الخير,مخطط/3541,قطعة 3325,"Sunday, 16 January 2022 ",15913734,900000.00,750.00,1200.00
الخير,مخطط/3541,قطعة 3335,"Sunday, 23 January 2022 ",15979073,930000.00,765.47,1215.00
الخير,مخطط/3541,قطعة 3335,"Thursday, 27 January 2022 ",16031380,1150000.00,765.47,1502.00
الخير,مخطط/3541,قطعة 3336,"Monday, 17 January 2022 ",15935142,1000000.00,765.47,1306.00
الخير,مخطط/3541,قطعة 3351,"Thursday, 27 January 2022 ",16039219,900000.00,750.00,1200.00
الخير,مخطط/3541,قطعة 3359,"Sunday, 23 January 2022 ",15979546,930000.00,750.00,1240.00
الخير,مخطط/3541,قطعة 3390,"Tuesday, 11 January 2022 ",15881578,900000.00,750.00,1200.00
الخير,مخطط/3541,قطعة 3451/1,"Thursday, 13 January 2022 ",15909048,500000.00,375.00,1333.00
الخير,مخطط/3541,قطعة 3470/2,"Sunday, 2 January 2022 ",15791393,650000.00,502.50,1294.00
الخير,مخطط/3541,قطعة 3472/1,"Tuesday, 11 January 2022 ",15884641,670000.00,495.00,1354.00
الخير,مخطط/3541,قطعة 3486,"Tuesday, 11 January 2022 ",15887573,900000.00,750.00,1200.00
الخير,مخطط/3541,قطعة 3487,"Wednesday, 26 January 2022 ",16025904,1025000.00,693.74,1477.00
الخير,مخطط/3541,قطعة 3488,"Wednesday, 26 January 2022 ",16025966,1025000.00,693.74,1477.00
الخير,مخطط/3541,قطعة 3501/2,"Saturday, 8 January 2022 ",15851330,460000.00,375.00,1227.00
الخير,مخطط/3541,قطعة 364,"Monday, 24 January 2022 ",15995285,1000000.00,750.00,1333.00
الخير,مخطط/3541,قطعة 3659/1,"Saturday, 1 January 2022 ",15791539,460000.00,375.00,1227.00
الخير,مخطط/3541,قطعة 3659/1,"Thursday, 27 January 2022 ",16037463,590000.00,375.00,1573.00
الخير,مخطط/3541,قطعة 3659/2,"Saturday, 1 January 2022 ",15791521,460000.00,375.00,1227.00
الخير,مخطط/3541,قطعة 3659/2,"Thursday, 27 January 2022 ",16037542,590000.00,375.00,1573.00
الخير,مخطط/3541,قطعة 3666/2,"Sunday, 2 January 2022 ",15799894,485000.00,375.00,1293.00
الخير,مخطط/3541,قطعة 4103,"Monday, 10 January 2022 ",15871698,1000000.00,774.99,1290.00
الخير,مخطط/3541,قطعة 4120,"Sunday, 23 January 2022 ",15984053,1000000.00,795.30,1257.00
الخير,مخطط/3541,قطعة 4139,"Monday, 24 January 2022 ",15994697,1005000.00,777.75,1292.00
الخير,مخطط/3541,قطعة 4141,"Monday, 24 January 2022 ",15994532,1005000.00,777.75,1292.00
الخير,مخطط/3541,قطعة 431/1,"Monday, 3 January 2022 ",15790971,480000.00,375.00,1280.00
الخير,مخطط/3541,قطعة 441/1,"Tuesday, 18 January 2022 ",15949886,510000.00,375.00,1360.00
الخير,مخطط/3541,قطعة 441/1,"Monday, 31 January 2022 ",16062126,620000.00,375.00,1653.00
الخير,مخطط/3541,قطعة 4476/1,"Tuesday, 18 January 2022 ",15949641,500000.00,375.00,1333.00
الخير,مخطط/3541,قطعة 4476/2,"Wednesday, 26 January 2022 ",16025234,530000.00,375.00,1413.00
الخير,مخطط/3541,قطعة 4478/1,"Sunday, 16 January 2022 ",15921873,500000.00,375.00,1333.00
الخير,مخطط/3541,قطعة 4478/2,"Sunday, 16 January 2022 ",15921836,500000.00,375.00,1333.00
الخير,مخطط/3541,قطعة 4481/1,"Tuesday, 25 January 2022 ",16007875,540000.00,375.00,1440.00
الخير,مخطط/3541,قطعة 4546/2,"Tuesday, 4 January 2022 ",15817005,430000.00,375.00,1147.00
الخير,مخطط/3541,قطعة 4574,"Monday, 24 January 2022 ",15996706,950000.00,750.00,1267.00
الخير,مخطط/3541,قطعة 4674,"Thursday, 13 January 2022 ",15905838,900000.00,732.56,1229.00
الخير,مخطط/3541,قطعة 4675,"Thursday, 13 January 2022 ",15905960,900000.00,744.23,1209.00
الخير,مخطط/3541,قطعة 4684,"Sunday, 9 January 2022 ",15859652,900000.00,750.00,1200.00
الخير,مخطط/3541,قطعة 4839,"Thursday, 6 January 2022 ",15849486,985000.00,750.00,1313.00
الخير,مخطط/3541,قطعة 4840,"Thursday, 6 January 2022 ",15849484,985000.00,750.00,1313.00
الخير,مخطط/3541,قطعة 4841,"Sunday, 2 January 2022 ",15799891,840000.00,750.00,1120.00
الخير,مخطط/3541,قطعة 4843,"Monday, 3 January 2022 ",15811261,850000.00,750.00,1133.00
الخير,مخطط/3541,قطعة 4843,"Tuesday, 11 January 2022 ",15884366,940000.00,750.00,1253.00
الخير,مخطط/3541,قطعة 4845,"Thursday, 6 January 2022 ",15847818,850000.00,750.00,1133.00
الخير,مخطط/3541,قطعة 4845,"Monday, 17 January 2022 ",15936500,1000000.00,750.00,1333.00
الخير,مخطط/3541,قطعة 4847,"Monday, 3 January 2022 ",15811336,850000.00,750.00,1133.00
الخير,مخطط/3541,قطعة 4847,"Monday, 31 January 2022 ",16061396,1150000.00,750.00,1533.00
الخير,مخطط/3541,قطعة 4852/2,"Tuesday, 25 January 2022 ",16013751,550000.00,375.00,1467.00
الخير,مخطط/3541,قطعة 4890,"Saturday, 8 January 2022 ",15851046,850000.00,750.00,1133.00
الخير,مخطط/3541,قطعة 4926,"Thursday, 20 January 2022 ",15967547,1000000.00,750.00,1333.00
الخير,مخطط/3541,قطعة 5033/2,"Tuesday, 18 January 2022 ",15942437,522000.00,375.00,1392.00
الخير,مخطط/3541,قطعة 5064,"Monday, 10 January 2022 ",15876245,800000.00,750.00,1067.00
الخير,مخطط/3541,قطعة 5092/2,"Tuesday, 4 January 2022 ",15817701,450000.00,375.00,1200.00
الخير,مخطط/3541,قطعة 5140,"Sunday, 30 January 2022 ",16049119,1000000.00,750.00,1333.00
الخير,مخطط/3541,قطعة 562,"Tuesday, 18 January 2022 ",15947099,1000000.00,750.00,1333.00
الخير,مخطط/3541,قطعة 581,"Sunday, 23 January 2022 ",15988288,1000000.00,750.00,1333.00
الخير,مخطط/3541,قطعة 582,"Sunday, 23 January 2022 ",15985317,1020000.00,750.00,1360.00
الخير,مخطط/3541,قطعة 583,"Monday, 24 January 2022 ",16002696,1000000.00,750.00,1333.00
الخير,مخطط/3541,قطعة 584,"Sunday, 23 January 2022 ",15985346,1020000.00,750.00,1360.00
الخير,مخطط/3541,قطعة 585,"Sunday, 23 January 2022 ",15986797,1000000.00,750.00,1333.00
الخير,مخطط/3541,قطعة 586,"Sunday, 23 January 2022 ",15985259,1020000.00,750.00,1360.00
الخير,مخطط/3541,قطعة 603,"Friday, 7 January 2022 ",15850812,1050000.00,750.00,1400.00
الخير,مخطط/3541,قطعة 678/1,"Sunday, 23 January 2022 ",15987399,535000.00,375.00,1427.00
الخير,مخطط/3541,قطعة 678/2,"Tuesday, 25 January 2022 ",16012996,610000.00,375.00,1627.00
الخير,مخطط/3541,قطعة 689,"Saturday, 1 January 2022 ",15791558,713000.00,604.10,1180.00
الخير,مخطط/3543,قطعة 1362,"Thursday, 13 January 2022 ",15908638,750000.00,714.00,1050.00
الخير,مخطط/3543,قطعة 1362,"Sunday, 30 January 2022 ",16039785,900000.00,714.00,1261.00
الخير,مخطط/3543,قطعة 1829,"Sunday, 16 January 2022 ",15921395,1020000.00,759.00,1344.00
الخير,مخطط/3543,قطعة 1887,"Sunday, 9 January 2022 ",15860851,1000000.00,750.00,1333.00
الخير,مخطط/3543,قطعة 2027/1,"Monday, 31 January 2022 ",16052203,525000.00,375.00,1400.00
الخير,مخطط/3543,قطعة 2136,"Saturday, 1 January 2022 ",15791577,950000.00,750.00,1267.00
الخير,مخطط/3543,قطعة 2205,"Monday, 24 January 2022 ",15997689,1030000.00,750.00,1373.00
الخير,مخطط/3543,قطعة 456,"Monday, 17 January 2022 ",15934975,1100000.00,750.00,1467.00
الخير,مخطط/3543,قطعة 457,"Sunday, 16 January 2022 ",15918570,1000000.00,750.00,1333.00
الخير,مخطط/3543,قطعة 633,"Monday, 10 January 2022 ",15863547,1050000.00,750.00,1400.00
الخير,مخطط/3543,قطعة 635,"Wednesday, 19 January 2022 ",15958983,1000000.00,750.00,1333.00
الخير,مخطط/3543,قطعة 642,"Wednesday, 19 January 2022 ",15959082,1000000.00,750.00,1333.00
الخير,مخطط/3543,قطعة 642,"Monday, 24 January 2022 ",15997822,1200000.00,750.00,1600.00
الخير,مخطط/3544,قطعة 2071/1,"Tuesday, 4 January 2022 ",15823269,480000.00,375.00,1280.00
الخير,مخطط/3544,قطعة 2075/1,"Tuesday, 25 January 2022 ",16015436,600000.00,420.00,1429.00
الخير,مخطط/3544,قطعة 2120/2,"Wednesday, 19 January 2022 ",15961988,580000.00,405.00,1432.00
الخير,مخطط/3544,قطعة 2131,"Wednesday, 12 January 2022 ",15898414,950000.00,780.00,1218.00
الخير,مخطط/3544,قطعة 2132,"Saturday, 15 January 2022 ",15911190,980000.00,780.00,1256.00
الخير,مخطط/3544,قطعة 2781,"Sunday, 9 January 2022 ",15860842,785000.00,725.00,1083.00
الخير,مخطط/3544,قطعة 2794,"Sunday, 23 January 2022 ",15966740,1050000.00,750.00,1400.00
الخير,مخطط/3544,قطعة 2835,"Wednesday, 19 January 2022 ",15960970,800000.00,750.00,1067.00
الخير,مخطط/3544,قطعة 2868,"Tuesday, 18 January 2022 ",15947125,900000.00,750.00,1200.00
الخير,مخطط/3544,قطعة 2868,"Sunday, 23 January 2022 ",15982510,1130000.00,750.00,1507.00
الخير,مخطط/3544,قطعة 2870,"Tuesday, 18 January 2022 ",15947088,900000.00,750.00,1200.00
الخير,مخطط/3544,قطعة 2901,"Wednesday, 19 January 2022 ",15959980,1000000.00,750.00,1333.00
الخير,مخطط/3544,قطعة 3039,"Tuesday, 25 January 2022 ",16011147,1000000.00,720.00,1389.00
الخير,مخطط/3544,قطعة 3142/1,"Monday, 10 January 2022 ",15864952,446250.00,425.00,1050.00
الخير,مخطط/3544,قطعة 3142/1,"Monday, 17 January 2022 ",15929523,580000.00,425.00,1365.00
الخير,مخطط/3544,قطعة 3142/2,"Monday, 10 January 2022 ",15864948,446250.00,425.00,1050.00
الخير,مخطط/3544,قطعة 3143/1,"Tuesday, 11 January 2022 ",15876250,446250.00,425.00,1050.00
الخير,مخطط/3544,قطعة 3143/2,"Tuesday, 11 January 2022 ",15876240,446250.00,425.00,1050.00
الخير,مخطط/3544,قطعة 3144/1,"Tuesday, 11 January 2022 ",15876277,446250.00,425.00,1050.00
الخير,مخطط/3544,قطعة 3144/2,"Tuesday, 11 January 2022 ",15876309,446250.00,425.00,1050.00
الخير,مخطط/3544,قطعة 3145/1,"Tuesday, 11 January 2022 ",15876322,446250.00,425.00,1050.00
الخير,مخطط/3544,قطعة 3145/1,"Sunday, 16 January 2022 ",15916019,600000.00,425.00,1412.00
الخير,مخطط/3544,قطعة 3145/2,"Tuesday, 11 January 2022 ",15876366,446250.00,425.00,1050.00
الخير,مخطط/3544,قطعة 3145/2,"Monday, 17 January 2022 ",15934961,600000.00,425.00,1412.00
الخير,مخطط/3544,قطعة 3154,"Monday, 31 January 2022 ",16068253,1000000.00,875.00,1143.00
الخير,مخطط/3544,قطعة 3214/2,"Thursday, 20 January 2022 ",15972271,600000.00,437.50,1371.00
الخير,مخطط/3544,قطعة 3452,"Thursday, 6 January 2022 ",15848783,950000.00,750.00,1267.00
الخير,مخطط/3544,قطعة 3551,"Thursday, 20 January 2022 ",15969117,1100000.00,810.00,1358.00
الخير,مخطط/3544,قطعة 3712,"Monday, 10 January 2022 ",15875909,1050000.00,750.00,1400.00
الخير,مخطط/3544,قطعة 3713,"Monday, 10 January 2022 ",15875873,1050000.00,750.00,1400.00
الخير,مخطط/3544,قطعة 619,"Wednesday, 19 January 2022 ",15961741,900000.00,750.00,1200.00
الخير,مخطط/3544,قطعة 620,"Wednesday, 19 January 2022 ",15961817,900000.00,750.00,1200.00
الخير,مخطط/3544,قطعة 621,"Wednesday, 19 January 2022 ",15961840,900000.00,750.00,1200.00
الخير,مخطط/3544,قطعة 622,"Wednesday, 19 January 2022 ",15961876,900000.00,750.00,1200.00
الخير,مخطط/3544,قطعة 623,"Wednesday, 19 January 2022 ",15961980,900000.00,750.00,1200.00
الخير,مخطط/3544,قطعة 624,"Wednesday, 19 January 2022 ",15961967,900000.00,750.00,1200.00
الخير,مخطط/3544,قطعة 625,"Wednesday, 19 January 2022 ",15961955,900000.00,750.00,1200.00
الخير,مخطط/3544,قطعة 626,"Wednesday, 19 January 2022 ",15961897,900000.00,750.00,1200.00
الخير,مخطط/3545,قطعة 1083/38,"Sunday, 9 January 2022 ",15856247,850000.00,750.00,1133.00
الخير,مخطط/3545,قطعة 1487/39,"Sunday, 9 January 2022 ",15861502,1000000.00,750.00,1333.00
الخير,مخطط/3545,قطعة 195,"Sunday, 30 January 2022 ",16054866,1040000.00,745.80,1394.00
الخير,مخطط/3545,قطعة 196,"Sunday, 30 January 2022 ",16054833,1040000.00,737.40,1410.00
الخير,مخطط/3545,قطعة 2087/38,"Wednesday, 26 January 2022 ",16021673,900000.00,750.00,1200.00
الخير,مخطط/3545,قطعة 2115/1/2,"Sunday, 2 January 2022 ",15797380,500000.00,390.00,1282.00
الخير,مخطط/3545,قطعة 2240,"Saturday, 15 January 2022 ",15911456,850000.00,750.00,1133.00
الخير,مخطط/3545,قطعة 2806/38/2,"Monday, 31 January 2022 ",16068325,635000.00,450.00,1411.00
الخير,مخطط/3545,قطعة 2833/38/1,"Thursday, 6 January 2022 ",15839335,490000.00,375.00,1307.00
الخير,مخطط/3545,قطعة 2856/38,"Monday, 17 January 2022 ",15936149,950000.00,750.00,1267.00
الدار البيضاء,مخطط/2245,قطعة 4001,"Wednesday, 5 January 2022 ",15825958,1000000.00,900.00,1111.00
الدار البيضاء,مخطط/2705/ أ,قطعة 3110,"Saturday, 15 January 2022 ",15910968,1800000.00,750.00,2400.00
الدار البيضاء,مخطط/2705/ أ,قطعة 3996,"Tuesday, 25 January 2022 ",16013805,1820000.00,812.50,2240.00
الدار البيضاء,مخطط/2705/ أ,قطعة 5427/1,"Wednesday, 19 January 2022 ",15960096,1118872.00,300.00,3730.00
الدار البيضاء,مخطط/2705/ أ,قطعة 5427/1,"Thursday, 20 January 2022 ",15973331,630000.00,300.00,2100.00
الدار البيضاء,مخطط/2705/ أ,قطعة 5440/2,"Monday, 3 January 2022 ",15810344,1957196.00,375.00,5219.00
الدار البيضاء,مخطط/2705/ أ,قطعة 5440/2,"Monday, 3 January 2022 ",15811731,50000.00,375.00,133.00
الدار البيضاء,مخطط/2705/ أ,قطعة 6449/1,"Monday, 3 January 2022 ",15811199,1200000.00,600.00,2000.00
الدار البيضاء,مخطط/2705/ أ,قطعة 6492/2,"Wednesday, 26 January 2022 ",16024217,950000.00,280.00,3393.00
الدار البيضاء,مخطط/2705/ أ,قطعة 6694/1,"Sunday, 2 January 2022 ",15796268,537274.00,250.00,2149.00
الدار البيضاء,مخطط/2705/ أ,قطعة 6694/1,"Monday, 3 January 2022 ",15811323,410000.00,250.00,1640.00
الدار البيضاء,مخطط/2705/ أ,قطعة 6792/2/2,"Monday, 24 January 2022 ",15996549,414840.00,218.75,1896.00
الدار البيضاء,مخطط/2705/ أ,قطعة 791/2,"Sunday, 30 January 2022 ",16048374,730000.00,250.00,2920.00
الدار البيضاء,مخطط/2705/ أ,قطعة 791/2,"Sunday, 30 January 2022 ",16050929,86000.00,250.00,344.00
الدار البيضاء,مخطط/3085,قطعة 1231/2,"Tuesday, 18 January 2022 ",15949887,1270000.00,375.00,3387.00
الدار البيضاء,مخطط/3085,قطعة 1617/2,"Thursday, 6 January 2022 ",15841874,1250000.00,462.50,2703.00
الدار البيضاء,مخطط/3085,قطعة 2244,"Sunday, 16 January 2022 ",15920718,950000.00,837.50,1134.00
الدار البيضاء,مخطط/3085,قطعة 373,"Tuesday, 18 January 2022 ",15949846,2250000.00,1028.00,2189.00
الدار البيضاء,مخطط/3085,قطعة 578/2,"Thursday, 6 January 2022 ",15845231,1621620.00,525.00,3089.00
الدار البيضاء,مخطط/3085,قطعة 767/1,"Wednesday, 26 January 2022 ",16025968,810000.00,600.00,1350.00
الدار البيضاء,مخطط/3085,قطعة 798/1,"Sunday, 16 January 2022 ",15913314,1000000.00,600.00,1667.00
الدار البيضاء,مخطط/3085,قطعة 829/2,"Tuesday, 4 January 2022 ",15823260,1000000.00,550.00,1818.00
الدار البيضاء,مخطط/3377,قطعة 87/1,"Monday, 3 January 2022 ",15803511,700000.00,312.50,2240.00
الدار البيضاء,مخطط/834,قطعة 1041,"Monday, 24 January 2022 ",15993035,100000.00,357.00,280.00
الدار البيضاء,مخطط/834,قطعة 1063,"Thursday, 6 January 2022 ",15839664,293333.00,357.00,822.00
الدار البيضاء,مخطط/834,قطعة 1096,"Wednesday, 5 January 2022 ",15831853,580000.00,384.00,1510.00
الدريهمية,مخطط/1940,قطعة 1163,"Tuesday, 4 January 2022 ",15814568,700000.00,450.00,1556.00
الدريهمية,مخطط/3116,قطعة 62,"Thursday, 20 January 2022 ",15969623,1400000.00,441.00,3175.00
الدريهمية,مخطط/3318,قطعة 75/1,"Sunday, 23 January 2022 ",15982816,1580000.00,463.93,3406.00
الدريهمية,مخطط/802,قطعة 905/2,"Tuesday, 11 January 2022 ",15888147,980000.00,250.00,3920.00
الرابية,مخطط/3045,قطعة 176,"Sunday, 9 January 2022 ",15855035,240000.00,400.00,600.00
الرابية,مخطط/3045,قطعة 227,"Saturday, 8 January 2022 ",15851129,250000.00,400.00,625.00
الرابية,مخطط/3045,قطعة 227,"Saturday, 8 January 2022 ",15851306,275000.00,400.00,688.00
الرابية,مخطط/3045,قطعة 274,"Wednesday, 26 January 2022 ",16016353,300000.00,408.00,735.00
الرابية,مخطط/3045,قطعة 281,"Wednesday, 12 January 2022 ",15876468,275000.00,425.00,647.00
الرابية,مخطط/3045,قطعة 325,"Wednesday, 12 January 2022 ",15810513,270000.00,400.00,675.00
الرابية,مخطط/3045,قطعة 386,"Sunday, 23 January 2022 ",15975451,240000.00,400.00,600.00
الرابية,مخطط/3045,قطعة 453,"Tuesday, 11 January 2022 ",15887453,100000.00,400.00,250.00
الرابية,مخطط/3045,قطعة 70,"Thursday, 13 January 2022 ",15903213,99000.00,400.00,248.00
الرابية,مخطط/3045,قطعة 89,"Thursday, 27 January 2022 ",16039006,272000.00,400.00,680.00
